name,ribbon_count,foodtype,address,city,district,phone,hours,description,image_url,detail_url,labels
파씨오네,3,프랑스식,서울특별시 강남구 언주로164길 39 (신사동) 2층,서울특별시,강남구,,,"프랑스에서도 손꼽히는 라르페주, 라스트랑스 등 최고급 레스토랑에서 경험을 쌓은 이방원 셰프의 모던 프렌치 레스토랑. 클래식한 프렌치 레스토랑과 차별화된 신선한 감각을 보여주고 있다. 매일 좋은 재료를 엄선해 런치, 디너 각 한 가지의 코스를 내며, 재료의 풍미를 살리는 적절한 버터, 소금의 사용이 돋보인다. 특히 채소를 다양하게 활용한 요리에 강점이 있으며, 안정적인 조리에서 나오는 기본기도 탄탄하다.",https://www.bluer.co.kr/images/es_cb639fbae9b04f4095ad174027814bae.jpg,https://www.bluer.co.kr/restaurants/15931,
한국의집,3,모던한식,서울특별시 중구 퇴계로36길 10 (필동2가),서울특별시,중구,,,"조선왕조 궁궁음식 기반의 전통 한식을 품격 있게 담아낸 궁중음식 파인 다이닝을 선보인다. 고즈넉하고 아름다운 한옥의 정취와 함께 제철 식재료, 궁중 진상품 등 우리 땅에서 나는 귀한 식재료들를 활용하여 계절별로 색다른 전통 한식을 만나볼 수 있다. 1957년 한국을 방문하는 외빈을 위한 영빈관의 목적으로 지어졌으며, 현재는 복합문화공간으로서 한국의 아름다운 전통문화를 보존 및 보급하고 있다. 특히 궁중 음식, 고조리서 조리법 등을 연구 및 활용하여 전통 한식을 선도 및 전파하는 데 힘쓰고 있다. 2026년 3월 11일에 리뉴얼 오픈하였다.",https://www.bluer.co.kr/images/es_d5e297fa2bbe40b3ade32ebfe20707cf.jpg,https://www.bluer.co.kr/restaurants/952,
세븐스도어,3,컨템포러리,서울특별시 강남구 학동로97길 41 (청담동) 리유빌딩 4층,서울특별시,강남구,,,"김대천 셰프의 발효와 숙성을 테마로 한 레스토랑. 다양한 식자재를 발효 및 숙성하여 사용하며 심도있게 코스 요리로 풀어낸다. 단맛, 쓴맛, 매운맛, 단맛, 감칠맛의 다섯 가지 맛에 6번째인 발효와 숙성, 그리고 7번째에 해당하는 셰프의 손맛을 모두 맛볼 수 있는 곳이다.",https://www.bluer.co.kr/images/es_10ce9afa443d4602bb098fee7bc09aa9.jpg,https://www.bluer.co.kr/restaurants/31431,
강민철레스토랑,3,프랑스식,서울특별시 강남구 도산대로63길 18 (청담동) 청담빌딩 5층,서울특별시,강남구,,,"파리의 조엘 로부숑, 알랭 뒤카스, 피에르 가니에르 등 거장들의 레스토랑에서 경력을 쌓은 강민철 셰프의 파인 다이닝 레스토랑. 클래식 프렌치를 재현한 코스 요리가 펼쳐지며, 메인 디시를 중심으로 서브 디시가 함께 등장한다. 화려한 플레이팅과 퍼포먼스로 인기가 높다.",https://www.bluer.co.kr/images/es_c651ebe43a9d4cdc9191e3b551ef238d.jpg,https://www.bluer.co.kr/restaurants/32353,
정식당,3,"모던한식, 뉴코리안",서울특별시 강남구 선릉로158길 11 (청담동),서울특별시,강남구,,,"스페인을 비롯한 세계 미식 트렌드의 영향을 많이 받아 새로운 장르를 개척한 임정식 셰프의 레스토랑으로, 뉴코리안이라는 콘셉트로 서울을 대표하는 곳 중의 하나다. 김정호 셰프가 헤드셰프를 맡고 있다. 식재료와 조리 기법, 플레이팅 모두 세계적인 수준의 요리를 즐길 수 있다.",https://www.bluer.co.kr/images/es_e93f82239b414985a8b609387cd03ed7.jpg,https://www.bluer.co.kr/restaurants/4667,
솔밤,3,뉴코리안,서울특별시 강남구 학동로 231 (논현동)  논현백영센터 2층,서울특별시,강남구,,,"한식을 기반으로한 컨템포러리 파인 다이닝. 뉴욕 일레븐매디슨파크, 서울 임프레션 등을 거친 엄태준 셰프가 독창적이고 섬세한 코스로 풀어낸다. 고동연 소믈리에의 독창적인 와인 페어링과 함께 12코스가 조화롭게 진행된다. 솔밤은 엄셰프가 유년을 보낸 안동의 지명이다.",https://www.bluer.co.kr/images/es_319e1ace47a54479b9dd13897d232594.jpg,https://www.bluer.co.kr/restaurants/32608,
아리아께,3,"일식, 스시",서울특별시 중구 동호로 249 (장충동2가) 서울신라호텔 2층,서울특별시,중구,,,"재료의 선도가 좋기로 유명한, 서울에서 손꼽히는 일식집 중 하나다. 담백하고 정갈한 90여 가지의 정통 관서 지방의 요리를 선보인다. 스시의 퀄리티가 특히 독보적으로, 현재 우리나라 스시 분야는 아리아께 출신 조리장이 석권하고 있다고 해도 과언이 아니다. 스시조와 함께 우리나라 스시의 양대 산맥으로 불린다. 스시 뿐만 아니라 가이세키도 훌륭하다.",https://www.bluer.co.kr/images/es_92921e4d14fa4c2e8735b3ebd4e23eb1.jpg,https://www.bluer.co.kr/restaurants/571,
봉래헌,3,한정식,서울특별시 강서구 방화대로 94 (외발산동) 메이필드호텔,서울특별시,강서구,,,정통 궁중 음식을 코스로 재현해 선보이는 한정식집이다. 경복궁 복원에 참여했던 문화재 기능자 이일구 대목수가 전통 궁궐 양식으로 지은 한옥에 자리하고 있다. 작은 연못과 정원이 조화를 이루고 있어 고급스러운 분위기를 연출한다.,https://www.bluer.co.kr/images/415_thumb.jpg,https://www.bluer.co.kr/restaurants/415,
라망시크레,3,"컨템포러리, 프랑스식",서울특별시 중구 퇴계로 67 (회현동1가) 레스케이프 호텔 26층,서울특별시,중구,,,부티크호텔 레스케이프 호텔 최상층에 자리한 컨템포러리 프렌치 레스토랑. 세련된 플레이팅의 요리를 파리에 있는 듯한 분위기에서 즐길 수 있다. 코스 구성은 계절별로 바뀐다. 요리와 어울리는 내추럴 와인을 페어링해 즐길 수도 있다. 손종원 셰프가 이타닉가든과 라망시크레 모두 책임지고 있다.,https://www.bluer.co.kr/images/es_bc57d8c54f184ae18723454b6cb5a950.jpg,https://www.bluer.co.kr/restaurants/29567,
테이블포포,3,이탈리아식,서울특별시 용산구 대사관로31길 25-12 (한남동) 보보스한남 5층,서울특별시,용산구,,,섬세한 유로피안 스타일의 이탈리안 요리를 맛볼 수 있는 김성운 셰프의 테이블포포가 서래마을에서 한남동으로 이전하여 새로운 모습으로 오픈하였다. 태안에서 가져오는 신선한 식재료를 많이 사용하고 있는 것이 특징이며 전망 좋은 분위기와 아기자기하면서도 화려한 플레이팅이 시각적인 즐거움을 더한다.,https://www.bluer.co.kr/images/es_53b3773e314a40d8b01b564866781e0a.jpg,https://www.bluer.co.kr/restaurants/20038,
이타닉가든,3,뉴코리안,서울특별시 강남구 테헤란로 231 (역삼동) 조선팰리스강남 36층,서울특별시,강남구,,,프렌치 조리법에 컨템포러리 한식을 접목한 파인 다이닝 레스토랑. 손종원 셰프의 섬세하면서도 화려한 플레이팅을 바탕으로 코스 요리를 선보인다. 와인과 전통주 페어링이 가능하며 창가 자리의 시티뷰가 좋으니 예약 시 참고할 것.,https://www.bluer.co.kr/images/es_eacc9778ffb04227a673ddc2c8180d58.jpg,https://www.bluer.co.kr/restaurants/31886,
스와니예,3,컨템포러리,서울특별시 강남구 강남대로 652 (신사동) 신사스퀘어 2층,서울특별시,강남구,,,프렌치에 한국적인 요소를 가미한 컨템포러리 레스토랑. 에피소드라는 이름으로 시즌별로 바뀌는 코스는 각각 특별한 주제를 가지고 있어 이준 셰프의 상상력과 표현력을 엿볼 수 있다.,https://www.bluer.co.kr/images/es_1020e1b61af54a6cad25827b0e8a47b2.jpg,https://www.bluer.co.kr/restaurants/26944,
소울다이닝,3,모던한식,서울특별시 용산구 신흥로26길 35 (용산동2가) 지하 1층,서울특별시,용산구,,,"윤대현 셰프와 김희은 셰프 부부가 함께 운영하는 모던 한식 레스토랑. 현대 한국에 존재하는 다양한 식문화로부터 영감을 받아 익숙한 한국 음식을 새롭게 풀어낸다. 포항물회, 감자전, 오리보쌈 등과 같은 친숙한 요리를 재해석한 새로운 맛을 즐길 수 있다.",https://www.bluer.co.kr/images/es_52a4edb3e49e415390d61c3ae5527191.jpg,https://www.bluer.co.kr/restaurants/30195,
갓포아키(삼성점),2,갓포요리,서울특별시 강남구 테헤란로 610 (대치동) 글래드코엑스센터 B2,서울특별시,강남구,,,"신선한 제철 재료를 활용해 수준급 요리를 한결같이 선보이는 일식당. 대표적인 런치세트로는 카이센동정식, 우나뉴정식, 바라치라시스시정식이 있으며, 저녁에는 탄탄한 구성의 디너코스를 맛볼 수 있다. 다양한 형태의 모임을 즐길 수 있는 룸, 닷지석, 테이블 등 다양한 좌석이 마련되어 있다.",https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/41276,
뛰뚜아멍,2,프랑스식,서울특별시 성동구 광나루로11길 20 (송정동)  1층 101호,서울특별시,성동구,,,"프랑스 피에르가니에르 레스토랑에서 수셰프, 가야파리에서 헤드셰프를 역임한 김도현 셰프가 이끄는 프렌치 다이닝. 셰프의 철학이 담긴 수준 높은 코스 요리를 경험할 수 있다. 단일 코스메뉴를 선보이며, 계절마다 색다른 식사를 선보여 특별한 미식 경험을 선사한다.",https://www.bluer.co.kr/images/es_21984a07a7fe483e9255c4f28befaefa.jpg,https://www.bluer.co.kr/restaurants/42013,
프레드므아청담,2,"샌드위치, 베이커리",서울특별시 강남구 언주로133길 27 (논현동),서울특별시,강남구,,,"프렌치 파인 다이닝으로 유명한 윤화영 셰프의 베이커리. 맛있는 샌드위치를 위해 직접 빵을 만든다. 밤바브카, 루벤샌드위치, 통밀캄파뉴 등을 선보인다. 크루아상과 커피가 함께 나오는 모닝세트도 즐길 수 있다.",https://www.bluer.co.kr/images/es_1911b5431f0e460db477434703bc76f4.jpg,https://www.bluer.co.kr/restaurants/40017,
순대실록,2,순대,서울특별시 종로구 동숭길 113 (동숭동) 1층,서울특별시,종로구,,,"현대적으로 업그레이드한 순대를 맛볼 수 있는 곳. 구워 먹는 순대인 순대스테이크가 대표 메뉴다. 흑미, 서리태, 견과류 등을 넣어 고소한 맛을 내는 것이 특징이며, 젊은 사람들 입맛에도 딱 맞는다. 이외에 매콤한 순대볶음과 깔끔한 국물 맛이 인상적인 순대국밥도 식사메뉴로 인기가 좋다.",https://www.bluer.co.kr/images/es_749f4bc09a004f238a14b62de0b288d1.jpg,https://www.bluer.co.kr/restaurants/28470,
세스크멘슬,2,"샤퀴테리, 독일식",서울특별시 성동구 성수이로14길 7 (성수동2가),서울특별시,성동구,,,"스페인과 이탈리아에서 요리 경력을 쌓은 김정현 셰프가 운영하는 샤퀴테리 전문점. 독일 스타일의 소시지를 중심으로 한 육가공품을 선보인다. 다양한 맛의 소시지를 비롯해 쿡 베이컨, 미트로프 등을 다양하게 맛볼 수 있다.",https://www.bluer.co.kr/images/es_4ef14dcdcaf04e45a4568de2fce719df.jpg,https://www.bluer.co.kr/restaurants/30071,
자하손만두,2,만두,서울특별시 종로구 백석동길 12 (부암동),서울특별시,종로구,,,"일명 손만둣집이라고도 불리는 곳으로, 호두와 잣을 넣어 빚은 소만두와 버섯을 넣은 편수 등을 맛볼 수 있다. 만둣국을 주문하면 분홍과 노랑, 파랑으로 빚어내는 색동만두를 넣어준다. 담백한 맛의 삼색만두로 끓인 떡만둣국과 만두전골 등이 인기 메뉴다.",https://www.bluer.co.kr/images/514_thumb.jpg,https://www.bluer.co.kr/restaurants/514,
송강,2,"장어, 복, 황복",서울특별시 서초구 명달로9길 5 (방배동) 정호빌딩,서울특별시,서초구,,,"큼직한 갯벌장어구이가 유명한 곳으로, 고소하면서도 기름기 많은 장어의 맛을 느낄 수 있다. 4~6월에는 임진강에서 잡히는 황복이 별미며 운이 좋으면 큼지막한 자연산 장어도 맛볼 수 있다. 장어 외에 참복 사시미로도 유명하며, 사시미 주문 시 예약하면 숙성 과정을 거친 회를 맛볼 수 있다.",https://www.bluer.co.kr/images/4872_3.jpg,https://www.bluer.co.kr/restaurants/4872,
미우야,2,"소바, 일식우동",서울특별시 서초구 강남대로23길 90 (양재동) 기정빌딩 1층,서울특별시,서초구,,,"직접 면을 만드는 일본식 소바 전문점. 고사리와 다진 소고기를 올린 와라비소바와 시금치, 베이컨, 온천달걀을 올린 호텐소사라다소바가 인기 메뉴. 주문하면 소바차가 먼저 나오고 소바를 다 먹은 후에는 소바유(면을 삶은 물)를 주는데 남은 쯔유에 부어 마신다. 우동 메뉴도 다양한 편.",https://www.bluer.co.kr/images/es_f33e4f9524c9497294eb23288352621d.jpg,https://www.bluer.co.kr/restaurants/9130,
휴135,2,스테이크,서울특별시 용산구 이태원로55나길 6 (한남동),서울특별시,용산구,,,"김세경 셰프가 운영하는 드라이에이징 스테이크 전문점. 고기는 부위별 특성에 따라 최소 21일간의 숙성을 거친다. 식전에 차완무시를 내며 애피타이저도 파인 다이닝 수준이다. 맥주부터 하이볼, 위스키, 식후주까지 다양한 주류를 갖추고 있는 등 센스가 돋보인다.",https://www.bluer.co.kr/images/es_31ad4705e2dc42bba14a7da6636637af.jpg,https://www.bluer.co.kr/restaurants/29600,
고도식,2,"돼지고기구이, 소고기구이",서울특별시 송파구 백제고분로45길 28 (송파동) 벤도치빌딩,서울특별시,송파구,,,"뼈째 붙어 있는 알등심을 선보이는 곳. 돼지 등심과 가브리살까지 연결되어 있는 알등심을 맛볼 수 있으며 초벌구이된 고기를 주물판 위에 올려 구워준다. 육즙이 일품이며 고소한 북어채소금에 찍어 먹으면 좋다. 모든 돼지고기는 지리산, 제주도의 고도 높은 지역에서 자란 고산 돼지만을 사용하는 것이 특징. 알등심은 한 테이블당 2인분씩만 주문할 수 있다.",https://www.bluer.co.kr/assets/image/restaurant/img_restaurant_no_image.png?v=3,https://www.bluer.co.kr/restaurants/29716,
유치회관,2,"선지해장국, 수육",경기도 수원시 팔달구 효원로292번길 67 (인계동),경기도,팔달구,,,"40년 넘는 전통을 자랑하는 곳으로, 원래 광교산 등산객에게 인기 있었던 해장국집이다. 우거지와 콩나물을 넣고 끓인 해장국에 팽이버섯을 넣는 것이 독특하다. 현재 선지해장국으로는 수원 제일이라는 평을 받고 있다.",https://www.bluer.co.kr/images/3359_thumb.JPG,https://www.bluer.co.kr/restaurants/3359,
완주옥,2,소떡갈비,전라북도 군산시 큰샘길 42 (죽성동),전라북도,,,,80여 년 전통의 떡갈비 전문점. 다져서 만든 떡갈비가 아니라 갈빗살을 저며 만든 떡갈비다. 연탄불에 마늘과 함께 터프하게 구워져 나온다. 현지인과 관광객 모두 많이 찾는 집. 공깃밥은 별도로 주문해야 한다.,https://www.bluer.co.kr/images/es_dffbed78fa5b4e29b38e4b123848f160.jpg,https://www.bluer.co.kr/restaurants/4097,
모던샤브하우스(광화문D타워점),2,샤브샤브,서울특별시 종로구 종로3길 17 (청진동) D타워 5층,서울특별시,종로구,,,"코스를 주문하면 샤브샤브를 무제한으로 즐길 수 있는 곳. 코스에 따라 4종류의 고기와 15종류의 채소, 식사가 나온다. 6가지의 육수 중 선택하여 다양하게 즐길 수 있다. 부드럽게 익힌 고기와 채소의 담백한 맛이 일품이다.",https://www.bluer.co.kr/images/es_b8a96066712e4943b2c517f1977bcbec.jpg,https://www.bluer.co.kr/restaurants/31482,
마포옥,2,"설렁탕, 수육",서울특별시 마포구 토정로 312 (용강동) 2층,서울특별시,마포구,,,"차돌박이를 넣고 탕을 끓이는 것이 특징인 설렁탕집으로, 70년이 넘는 전통의 진한 국물로 정평이 나 있다. 양지 등 질 좋은 고기가 풍성하게 들어 있는 차돌양지설렁탕은 밥과 사리를 국에 말아 나온다. 시큼한 배추김치와 깍두기, 배추 겉절이 이외에도 기본 찬으로 파김치가 나온다.",https://www.bluer.co.kr/images/es_907f0ed52bb849dba858989215caf7eb.jpg,https://www.bluer.co.kr/restaurants/1104,
원조숯불닭불고기집,2,닭갈비,강원특별자치도 춘천시 낙원길 28-4 (중앙로2가),강원특별자치도,,,,춘천 명동에서 원조 닭갈빗집으로 꼽히는 곳이다. 철판에 굽는 방식이 아니라 예전 그대로 숯불 석쇠에 닭갈비를 굽는다. 숯불향이 나는 닭불고기를 파김치와 상추에 싸서 먹는 맛이 그만이다. 닭갈비를 가스불이 아닌 숯불에 굽기 때문에 기름이 쫙 빠져 맛이 담백하다. 식사로는 멸치육수와 시골된장으로 끓인 된장찌개가 일품이다. 60년 넘는 역사를 자랑한다.,https://www.bluer.co.kr/images/1687_thumb.JPG,https://www.bluer.co.kr/restaurants/1687,
